Row Labels,Category,Product,Segment
Currus,Urban,Currus UE-09-0,Extreme
Currus,Urban,Currus UE-10-0,Extreme
Currus,Urban,Currus UE-11-0,Extreme
Currus,Urban,Currus UE-12-0,Extreme
Currus,Urban,Currus UE-13-0,Extreme
Currus,Urban,Currus UE-14-0,Extreme
Currus,Urban,Currus UE-15-0,Extreme
Currus,Urban,Currus UE-16-0,Extreme
Currus,Urban,Currus UE-17-0,Extreme
Currus,Urban,Currus UE-18-0,Extreme
Currus,Urban,Currus UE-19-0,Extreme
Currus,Urban,Currus UE-20-0,Extreme
Currus,Urban,Currus UE-21-0,Extreme
Currus,Urban,Currus UE-22-0,Extreme
Currus,Urban,Currus UE-23-0,Extreme
Currus,Urban,Currus UE-24-0,Extreme
Currus,Urban,Currus UE-25-0,Extreme
Currus,Urban,Currus UM-01-0,Moderation
Currus,Urban,Currus UM-02-0,Moderation
Currus,Urban,Currus UM-03-0,Moderation
Currus,Urban,Currus UM-04-0,Moderation
Currus,Urban,Currus UR-01-0,Regular
Currus,Urban,Currus UR-02-0,Regular
Currus,Urban,Currus UR-03-0,Regular
Currus,Urban,Currus UR-04-0,Regular
Currus,Urban,Currus UR-05-0,Regular
Currus,Urban,Currus UR-06-0,Regular
Currus,Urban,Currus UR-07-0,Regular
Currus,Urban,Currus UR-08-0,Regular
Currus,Urban,Currus UR-09-0,Regular
Currus,Urban,Currus UR-10-0,Regular
Currus,Urban,Currus UR-11-0,Regular
Currus,Urban,Currus UR-12-0,Regular
Currus,Urban,Currus UR-13-0,Regular
Currus,Urban,Currus UR-14-0,Regular
Currus,Urban,Currus UR-15-0,Regular
Currus,Urban,Currus UR-16-0,Regular
Currus,Urban,Currus UR-17-0,Regular
Currus,Urban,Currus UR-18-0,Regular
Currus,Urban,Currus UR-19-0,Regular
Currus,Urban,Currus UR-20-0,Regular
Currus,Urban,Currus UR-21-0,Regular
Currus,Urban,Currus UR-22-0,Regular
Currus,Urban,Currus UR-23-0,Regular
Currus,Urban,Currus UR-24-0,Regular
Currus,Urban,Currus UR-25-0,Regular
Currus,Urban,Currus UR-26-0,Regular
Currus,Urban,Currus UR-27-0,Regular
Currus,Urban,Currus UR-28-0,Regular
Currus,Urban,Currus UR-29-0,Regular
Currus,Urban,Currus UR-30-0,Regular
Currus,Urban,Currus UR-31-0,Regular
Currus,Urban,Currus UR-32-0,Regular
Currus,Urban,Currus UR-33-0,Regular
Currus,Urban,Currus UR-34-0,Regular
Currus,Urban,Currus UR-35-0,Regular
Currus,Urban,Currus UR-36-0,Regular
Currus,Urban,Currus UR-37-0,Regular
Currus,Urban,Currus UR-38-0,Regular
Currus,Urban,Currus UR-39-0,Regular
Currus,Urban,Currus UR-40-0,Regular
Currus,Urban,Currus UR-41-0,Regular
Currus,Urban,Currus UR-42-0,Regular
Currus,Urban,Currus UR-43-0,Regular
Currus,Youth,Currus YY-01-0,Youth
Currus,Youth,Currus YY-02-0,Youth
Currus,Youth,Currus YY-03-0,Youth
Currus,Youth,Currus YY-04-0,Youth
Currus,Youth,Currus YY-05-0,Youth
Fama,Mix,Fama MA-01-0,All Season
Fama,Mix,Fama MA-02-0,All Season
Fama,Rural,Fama RP-01-0,Productivity
Fama,Rural,Fama RP-02-0,Productivity
Fama,Rural,Fama RP-03-0,Productivity
Fama,Rural,Fama RP-04-0,Productivity
Fama,Rural,Fama RP-05-0,Productivity
Fama,Rural,Fama RP-06-0,Productivity
Fama,Rural,Fama RP-07-0,Productivity
Fama,Rural,Fama RP-08-0,Productivity
Fama,Rural,Fama RP-09-0,Productivity
Fama,Rural,Fama RP-10-0,Productivity
Fama,Urban,Fama UC-01-0,Convenience
Fama,Urban,Fama UC-02-0,Convenience
Fama,Urban,Fama UC-03-0,Convenience
Fama,Urban,Fama UC-04-0,Convenience
Fama,Urban,Fama UC-05-0,Convenience
Fama,Urban,Fama UE-00-0,Extreme
Fama,Urban,Fama UE-01-0,Extreme
Fama,Urban,Fama UE-02-0,Extreme
Fama,Urban,Fama UE-03-0,Extreme
Fama,Urban,Fama UE-04-0,Extreme
Fama,Urban,Fama UE-05-0,Extreme
Fama,Urban,Fama UE-06-0,Extreme
Fama,Urban,Fama UE-07-0,Extreme
Fama,Urban,Fama UE-08-0,Extreme
Fama,Urban,Fama UE-09-0,Extreme
Fama,Urban,Fama UE-10-0,Extreme
Fama,Urban,Fama UE-11-0,Extreme
Fama,Urban,Fama UE-12-0,Extreme
Fama,Urban,Fama UE-13-0,Extreme
Fama,Urban,Fama UE-14-0,Extreme
Fama,Urban,Fama UE-15-0,Extreme
Fama,Urban,Fama UE-16-0,Extreme
Fama,Urban,Fama UE-17-0,Extreme
Fama,Urban,Fama UE-18-0,Extreme
Fama,Urban,Fama UE-19-0,Extreme
Fama,Urban,Fama UE-20-0,Extreme
Fama,Urban,Fama UE-21-0,Extreme
Fama,Urban,Fama UE-22-0,Extreme
Fama,Urban,Fama UE-23-0,Extreme
Fama,Urban,Fama UE-24-0,Extreme
Fama,Urban,Fama UE-25-0,Extreme
Fama,Urban,Fama UE-26-0,Extreme
Fama,Urban,Fama UE-27-0,Extreme
Fama,Urban,Fama UE-28-0,Extreme
Fama,Urban,Fama UE-29-0,Extreme
Fama,Urban,Fama UE-30-0,Extreme
Fama,Urban,Fama UE-31-0,Extreme
Fama,Urban,Fama UE-32-0,Extreme
Fama,Urban,Fama UE-33-0,Extreme
Fama,Urban,Fama UE-34-0,Extreme
Fama,Urban,Fama UE-35-0,Extreme
Fama,Urban,Fama UE-36-0,Extreme
Fama,Urban,Fama UE-37-0,Extreme
Fama,Urban,Fama UE-38-0,Extreme
Fama,Urban,Fama UE-39-0,Extreme
Fama,Urban,Fama UE-40-0,Extreme
Fama,Urban,Fama UE-41-0,Extreme
Fama,Urban,Fama UE-42-0,Extreme
Fama,Urban,Fama UE-43-0,Extreme
Fama,Urban,Fama UE-44-0,Extreme
Fama,Urban,Fama UE-45-0,Extreme
Fama,Urban,Fama UE-46-0,Extreme
Fama,Urban,Fama UE-47-0,Extreme
Fama,Urban,Fama UE-48-0,Extreme
Fama,Urban,Fama UE-49-0,Extreme
Fama,Urban,Fama UE-50-0,Extreme
Fama,Urban,Fama UE-51-0,Extreme
Fama,Urban,Fama UE-52-0,Extreme
Fama,Urban,Fama UE-53-0,Extreme
Fama,Urban,Fama UE-54-0,Extreme
Fama,Urban,Fama UE-55-0,Extreme
Fama,Urban,Fama UE-56-0,Extreme
Fama,Urban,Fama UE-57-0,Extreme
Fama,Urban,Fama UE-58-0,Extreme
Fama,Urban,Fama UE-59-0,Extreme
Fama,Urban,Fama UE-60-0,Extreme
Fama,Urban,Fama UE-61-0,Extreme
Fama,Urban,Fama UE-62-0,Extreme
Fama,Urban,Fama UE-63-0,Extreme
Fama,Urban,Fama UE-64-0,Extreme
Fama,Urban,Fama UE-65-0,Extreme
Fama,Urban,Fama UE-66-0,Extreme
Fama,Urban,Fama UE-67-0,Extreme
Fama,Urban,Fama UE-68-0,Extreme
Fama,Urban,Fama UE-69-0,Extreme
Fama,Urban,Fama UE-70-0,Extreme
Fama,Urban,Fama UE-71-0,Extreme
Fama,Urban,Fama UE-72-0,Extreme
Fama,Urban,Fama UE-73-0,Extreme
Fama,Urban,Fama UE-74-0,Extreme
Fama,Urban,Fama UE-75-0,Extreme
Fama,Urban,Fama UE-76-0,Extreme
Fama,Urban,Fama UE-77-0,Extreme
Fama,Urban,Fama UE-78-0,Extreme
Fama,Urban,Fama UE-79-0,Extreme
Fama,Urban,Fama UE-80-0,Extreme
Fama,Urban,Fama UE-81-0,Extreme
Fama,Urban,Fama UE-82-0,Extreme
Fama,Urban,Fama UE-83-0,Extreme
Fama,Urban,Fama UE-84-0,Extreme
Fama,Urban,Fama UE-85-0,Extreme
Fama,Urban,Fama UE-86-0,Extreme
Fama,Urban,Fama UE-87-0,Extreme
Fama,Urban,Fama UE-88-0,Extreme
Fama,Urban,Fama UE-89-0,Extreme
Fama,Urban,Fama UE-90-0,Extreme
Fama,Urban,Fama UE-91-0,Extreme
Fama,Urban,Fama UE-92-0,Extreme
Fama,Urban,Fama UE-93-0,Extreme
Fama,Urban,Fama UE-94-0,Extreme
Fama,Urban,Fama UE-95-0,Extreme
Fama,Urban,Fama UE-96-0,Extreme
Fama,Urban,Fama UE-97-0,Extreme
Fama,Urban,Fama UE-98-0,Extreme
Fama,Urban,Fama UE-99-0,Extreme
Fama,Urban,Fama UM-01-0,Moderation
Fama,Urban,Fama UM-02-0,Moderation
Fama,Urban,Fama UM-03-0,Moderation
Fama,Urban,Fama UM-04-0,Moderation
Fama,Urban,Fama UM-05-0,Moderation
Fama,Urban,Fama UM-06-0,Moderation
Fama,Urban,Fama UR-01-0,Regular
Fama,Urban,Fama UR-02-0,Regular
Fama,Urban,Fama UR-03-0,Regular
Fama,Urban,Fama UR-04-0,Regular
Fama,Urban,Fama UR-05-0,Regular
Fama,Urban,Fama UR-06-0,Regular
Fama,Urban,Fama UR-07-0,Regular
Fama,Urban,Fama UR-08-0,Regular
Fama,Urban,Fama UR-09-0,Regular
Fama,Urban,Fama UR-10-0,Regular
Fama,Urban,Fama UR-11-0,Regular
Fama,Urban,Fama UR-12-0,Regular
Fama,Urban,Fama UR-13-0,Regular
Fama,Urban,Fama UR-14-0,Regular
Fama,Urban,Fama UR-15-0,Regular
Fama,Urban,Fama UR-16-0,Regular
Fama,Urban,Fama UR-17-0,Regular
Fama,Urban,Fama UR-18-0,Regular
Fama,Urban,Fama UR-19-0,Regular
Fama,Urban,Fama UR-20-0,Regular
Fama,Urban,Fama UR-21-0,Regular
Fama,Urban,Fama UR-22-0,Regular
Fama,Urban,Fama UR-23-0,Regular
Fama,Urban,Fama UR-24-0,Regular
Fama,Urban,Fama UR-25-0,Regular
Fama,Urban,Fama UR-26-0,Regular
Fama,Urban,Fama UR-27-0,Regular
Fama,Urban,Fama UR-28-0,Regular
Fama,Urban,Fama UR-29-0,Regular
Fama,Urban,Fama UR-30-0,Regular
Fama,Urban,Fama UR-31-0,Regular
Fama,Urban,Fama UR-32-0,Regular
Fama,Urban,Fama UR-33-0,Regular
Fama,Urban,Fama UR-34-0,Regular
Fama,Urban,Fama UR-35-0,Regular
Fama,Urban,Fama UR-36-0,Regular
Fama,Urban,Fama UR-37-0,Regular
Fama,Urban,Fama UR-38-0,Regular
Fama,Urban,Fama UR-39-0,Regular
Fama,Urban,Fama UR-40-0,Regular
Fama,Urban,Fama UR-41-0,Regular
Fama,Urban,Fama UR-42-0,Regular
Fama,Urban,Fama UR-43-0,Regular
Fama,Urban,Fama UR-44-0,Regular
Fama,Urban,Fama UR-45-0,Regular
Fama,Urban,Fama UR-46-0,Regular
Fama,Urban,Fama UR-47-0,Regular
Fama,Urban,Fama UR-48-0,Regular
Fama,Urban,Fama UR-49-0,Regular
Fama,Urban,Fama UR-50-0,Regular
Fama,Urban,Fama UR-51-0,Regular
Leo,Urban,Leo UC-01-0,Convenience
Leo,Urban,Leo UC-02-0,Convenience
Leo,Urban,Leo UC-03-0,Convenience
Leo,Urban,Leo UC-04-0,Convenience
Leo,Urban,Leo UC-05-0,Convenience
Leo,Urban,Leo UC-06-0,Convenience
Leo,Urban,Leo UC-07-0,Convenience
Leo,Urban,Leo UC-08-0,Convenience
Leo,Urban,Leo UC-09-0,Convenience
Leo,Urban,Leo UC-10-0,Convenience
Leo,Urban,Leo UC-11-0,Convenience
Leo,Urban,Leo UC-12-0,Convenience
Leo,Urban,Leo UC-13-0,Convenience
Leo,Urban,Leo UC-14-0,Convenience
Leo,Urban,Leo UC-15-0,Convenience
Leo,Urban,Leo UC-16-0,Convenience
Leo,Urban,Leo UC-17-0,Convenience
Leo,Urban,Leo UC-18-0,Convenience
Leo,Urban,Leo UC-19-0,Convenience
Leo,Urban,Leo UC-20-0,Convenience
Leo,Urban,Leo UC-21-0,Convenience
Leo,Urban,Leo UC-22-0,Convenience
Leo,Urban,Leo UC-23-0,Convenience
Leo,Urban,Leo UC-24-0,Convenience
Leo,Urban,Leo UC-25-0,Convenience
Leo,Urban,Leo UC-26-0,Convenience
Leo,Urban,Leo UM-01-0,Moderation
Leo,Urban,Leo UM-02-0,Moderation
Leo,Urban,Leo UM-03-0,Moderation
Leo,Urban,Leo UM-04-0,Moderation
Leo,Urban,Leo UM-05-0,Moderation
Leo,Urban,Leo UM-06-0,Moderation
Leo,Urban,Leo UM-07-0,Moderation
Leo,Urban,Leo UM-08-0,Moderation
Leo,Urban,Leo UM-09-0,Moderation
Leo,Urban,Leo UM-10-0,Moderation
Leo,Urban,Leo UM-11-0,Moderation
Leo,Urban,Leo UM-12-0,Moderation
Leo,Urban,Leo UM-13-0,Moderation
Leo,Urban,Leo UM-14-0,Moderation
Leo,Urban,Leo UM-15-0,Moderation
Leo,Urban,Leo UM-16-0,Moderation
Leo,Urban,Leo UM-17-0,Moderation
Leo,Urban,Leo UM-18-0,Moderation
Leo,Urban,Leo UM-19-0,Moderation
Natura,Mix,Natura MA-01-0,All Season
Natura,Mix,Natura MA-02-0,All Season
Natura,Mix,Natura MA-03-0,All Season
Natura,Mix,Natura MA-04-0,All Season
Natura,Mix,Natura MA-05-0,All Season
Natura,Mix,Natura MA-06-0,All Season
Natura,Mix,Natura MA-07-0,All Season
Natura,Mix,Natura MA-08-0,All Season
Natura,Mix,Natura MA-09-0,All Season
Natura,Mix,Natura MA-10-0,All Season
Natura,Mix,Natura MA-11-0,All Season
Natura,Mix,Natura MA-12-0,All Season
Natura,Mix,Natura MA-13-0,All Season
Natura,Mix,Natura MA-14-0,All Season
Natura,Mix,Natura MA-15-0,All Season
Natura,Mix,Natura MA-16-0,All Season
Natura,Mix,Natura MA-17-0,All Season
Natura,Mix,Natura MA-18-0,All Season
Natura,Mix,Natura MA-19-0,All Season
Natura,Rural,Natura RP-01-0,Productivity
Natura,Rural,Natura RP-02-0,Productivity
Natura,Rural,Natura RP-03-0,Productivity
Natura,Rural,Natura RP-04-0,Productivity
Natura,Rural,Natura RP-05-0,Productivity
Natura,Rural,Natura RP-06-0,Productivity
Natura,Rural,Natura RP-07-0,Productivity
Natura,Rural,Natura RP-08-0,Productivity
Natura,Rural,Natura RP-09-0,Productivity
Natura,Rural,Natura RP-10-0,Productivity
Natura,Rural,Natura RP-11-0,Productivity
Natura,Rural,Natura RP-12-0,Productivity
Natura,Rural,Natura RP-13-0,Productivity
Natura,Rural,Natura RP-14-0,Productivity
Natura,Rural,Natura RP-15-0,Productivity
Natura,Rural,Natura RP-16-0,Productivity
Natura,Rural,Natura RP-17-0,Productivity
Natura,Rural,Natura RP-18-0,Productivity
Natura,Rural,Natura RP-19-0,Productivity
Natura,Rural,Natura RP-20-0,Productivity
Natura,Rural,Natura RP-21-0,Productivity
Natura,Rural,Natura RP-22-0,Productivity
Natura,Rural,Natura RP-23-0,Productivity
Natura,Rural,Natura RP-24-0,Productivity
Natura,Rural,Natura RP-25-0,Productivity
Natura,Rural,Natura RP-26-0,Productivity
Natura,Rural,Natura RP-27-0,Productivity
Natura,Rural,Natura RP-28-0,Productivity
Natura,Rural,Natura RP-29-0,Productivity
Natura,Rural,Natura RP-30-0,Productivity
Natura,Rural,Natura RP-31-0,Productivity
Natura,Rural,Natura RP-32-0,Productivity
Natura,Rural,Natura RP-33-0,Productivity
Natura,Rural,Natura RP-34-0,Productivity
Natura,Rural,Natura RP-35-0,Productivity
Natura,Rural,Natura RP-36-0,Productivity
Natura,Rural,Natura RP-37-0,Productivity
Natura,Rural,Natura RP-38-0,Productivity
Natura,Rural,Natura RP-39-0,Productivity
Natura,Rural,Natura RP-40-0,Productivity
Natura,Rural,Natura RP-41-0,Productivity
Natura,Rural,Natura RP-42-0,Productivity
Natura,Rural,Natura RP-43-0,Productivity
Natura,Rural,Natura RP-44-0,Productivity
Natura,Rural,Natura RP-45-0,Productivity
Natura,Rural,Natura RP-46-0,Productivity
Natura,Rural,Natura RP-47-0,Productivity
Natura,Rural,Natura RP-48-0,Productivity
Natura,Rural,Natura RP-49-0,Productivity
Natura,Rural,Natura RP-50-0,Productivity
Natura,Rural,Natura RP-51-0,Productivity
Natura,Rural,Natura RP-52-0,Productivity
Natura,Rural,Natura RP-53-0,Productivity
Natura,Rural,Natura RP-54-0,Productivity
Natura,Rural,Natura RP-55-0,Productivity
Natura,Rural,Natura RP-56-0,Productivity
Natura,Rural,Natura RP-57-0,Productivity
Natura,Rural,Natura RP-58-0,Productivity
Natura,Rural,Natura RP-59-0,Productivity
Natura,Rural,Natura RP-60-0,Productivity
Natura,Rural,Natura RP-61-0,Productivity
Natura,Rural,Natura RP-62-0,Productivity
Natura,Rural,Natura RP-63-0,Productivity
Natura,Rural,Natura RP-64-0,Productivity
Natura,Rural,Natura RP-65-0,Productivity
Natura,Rural,Natura RP-66-0,Productivity
Natura,Rural,Natura RP-67-0,Productivity
Natura,Rural,Natura RP-68-0,Productivity
Natura,Rural,Natura RP-69-0,Productivity
Natura,Rural,Natura RP-70-0,Productivity
Natura,Rural,Natura RP-71-0,Productivity
Natura,Rural,Natura RP-72-0,Productivity
Natura,Rural,Natura RP-73-0,Productivity
Natura,Rural,Natura RP-74-0,Productivity
Natura,Rural,Natura RP-75-0,Productivity
Natura,Rural,Natura RP-76-0,Productivity
Natura,Rural,Natura RP-77-0,Productivity
Natura,Rural,Natura RP-78-0,Productivity
Natura,Rural,Natura RP-79-0,Productivity
Natura,Rural,Natura RP-80-0,Productivity
Natura,Rural,Natura RP-81-0,Productivity
Natura,Rural,Natura RP-82-0,Productivity
Natura,Rural,Natura RP-83-0,Productivity
Natura,Rural,Natura RP-84-0,Productivity
Natura,Rural,Natura RS-01-0,Select
Natura,Rural,Natura RS-02-0,Select
Natura,Rural,Natura RS-03-0,Select
Natura,Rural,Natura RS-04-0,Select
Natura,Rural,Natura RS-05-0,Select
Natura,Rural,Natura RS-06-0,Select
Natura,Rural,Natura RS-07-0,Select
Natura,Rural,Natura RS-08-0,Select
Natura,Rural,Natura RS-09-0,Select
Natura,Rural,Natura RS-10-0,Select
Natura,Rural,Natura RS-11-0,Select
Natura,Rural,Natura RS-12-0,Select
Natura,Rural,Natura RS-13-0,Select
Natura,Rural,Natura RS-14-0,Select
Natura,Rural,Natura RS-15-0,Select
Natura,Rural,Natura RS-16-0,Select
Natura,Rural,Natura RS-17-0,Select
Natura,Rural,Natura RS-18-0,Select
Natura,Rural,Natura RS-19-0,Select
Natura,Rural,Natura RS-20-0,Select
Natura,Urban,Natura UC-01-0,Convenience
Natura,Urban,Natura UC-02-0,Convenience
Natura,Urban,Natura UC-03-0,Convenience
Natura,Urban,Natura UC-04-0,Convenience
Natura,Urban,Natura UC-05-0,Convenience
Natura,Urban,Natura UC-06-0,Convenience
Natura,Urban,Natura UC-07-0,Convenience
Natura,Urban,Natura UC-08-0,Convenience
Natura,Urban,Natura UC-09-0,Convenience
Natura,Urban,Natura UC-10-0,Convenience
Natura,Urban,Natura UC-11-0,Convenience
Natura,Urban,Natura UC-12-0,Convenience
Natura,Urban,Natura UC-13-0,Convenience
Natura,Urban,Natura UC-14-0,Convenience
Natura,Urban,Natura UC-15-0,Convenience
Natura,Urban,Natura UC-16-0,Convenience
Natura,Urban,Natura UC-17-0,Convenience
Natura,Urban,Natura UC-18-0,Convenience
Natura,Urban,Natura UC-19-0,Convenience
Natura,Urban,Natura UC-20-0,Convenience
Natura,Urban,Natura UC-21-0,Convenience
Natura,Urban,Natura UC-22-0,Convenience
Natura,Urban,Natura UC-23-0,Convenience
Natura,Urban,Natura UC-24-0,Convenience
Natura,Urban,Natura UC-25-0,Convenience
Natura,Urban,Natura UC-26-0,Convenience
Natura,Urban,Natura UC-27-0,Convenience
Natura,Urban,Natura UC-28-0,Convenience
Natura,Urban,Natura UC-29-0,Convenience
Natura,Urban,Natura UC-30-0,Convenience
Natura,Urban,Natura UC-31-0,Convenience
Natura,Urban,Natura UC-32-0,Convenience
Natura,Urban,Natura UC-33-0,Convenience
Natura,Urban,Natura UC-34-0,Convenience
Natura,Urban,Natura UC-35-0,Convenience
Natura,Urban,Natura UC-36-0,Convenience
Natura,Urban,Natura UC-37-0,Convenience
Natura,Urban,Natura UC-38-0,Convenience
Natura,Urban,Natura UC-39-0,Convenience
Natura,Urban,Natura UC-40-0,Convenience
Natura,Urban,Natura UC-41-0,Convenience
Natura,Urban,Natura UC-42-0,Convenience
Natura,Urban,Natura UC-43-0,Convenience
Natura,Urban,Natura UC-44-0,Convenience
Natura,Urban,Natura UC-45-0,Convenience
Natura,Urban,Natura UC-46-0,Convenience
Natura,Urban,Natura UC-47-0,Convenience
Natura,Urban,Natura UC-48-0,Convenience
Natura,Urban,Natura UC-49-0,Convenience
Natura,Urban,Natura UC-50-0,Convenience
Natura,Urban,Natura UC-51-0,Convenience
Natura,Urban,Natura UC-52-0,Convenience
Natura,Urban,Natura UC-53-0,Convenience
Natura,Urban,Natura UC-54-0,Convenience
Natura,Urban,Natura UC-55-0,Convenience
Natura,Urban,Natura UC-56-0,Convenience
Natura,Urban,Natura UC-57-0,Convenience
Natura,Urban,Natura UC-58-0,Convenience
Natura,Urban,Natura UC-59-0,Convenience
Natura,Urban,Natura UC-60-0,Convenience
Natura,Urban,Natura UC-61-0,Convenience
Natura,Urban,Natura UC-62-0,Convenience
Natura,Urban,Natura UE-01-0,Extreme
Natura,Urban,Natura UE-02-0,Extreme
Natura,Urban,Natura UE-03-0,Extreme
Natura,Urban,Natura UE-04-0,Extreme
Natura,Urban,Natura UE-05-0,Extreme
Natura,Urban,Natura UE-06-0,Extreme
Natura,Urban,Natura UE-07-0,Extreme
Natura,Urban,Natura UE-08-0,Extreme
Natura,Urban,Natura UE-09-0,Extreme
Natura,Urban,Natura UE-10-0,Extreme
Natura,Urban,Natura UE-11-0,Extreme
Natura,Urban,Natura UE-12-0,Extreme
Natura,Urban,Natura UE-13-0,Extreme
Natura,Urban,Natura UE-14-0,Extreme
Natura,Urban,Natura UE-15-0,Extreme
Natura,Urban,Natura UE-16-0,Extreme
Natura,Urban,Natura UE-17-0,Extreme
Natura,Urban,Natura UE-18-0,Extreme
Natura,Urban,Natura UE-19-0,Extreme
Natura,Urban,Natura UE-20-0,Extreme
Natura,Urban,Natura UE-21-0,Extreme
Natura,Urban,Natura UE-22-0,Extreme
Natura,Urban,Natura UE-23-0,Extreme
Natura,Urban,Natura UE-24-0,Extreme
Natura,Urban,Natura UE-25-0,Extreme
Natura,Urban,Natura UE-26-0,Extreme
Natura,Urban,Natura UE-27-0,Extreme
Natura,Urban,Natura UE-28-0,Extreme
Natura,Urban,Natura UE-29-0,Extreme
Natura,Urban,Natura UE-30-0,Extreme
Natura,Urban,Natura UE-31-0,Extreme
Natura,Urban,Natura UE-32-0,Extreme
Natura,Urban,Natura UE-33-0,Extreme
Natura,Urban,Natura UE-34-0,Extreme
Natura,Urban,Natura UE-35-0,Extreme
Natura,Urban,Natura UE-36-0,Extreme
Natura,Urban,Natura UE-37-0,Extreme
Natura,Urban,Natura UE-38-0,Extreme
Natura,Urban,Natura UE-39-0,Extreme
Natura,Urban,Natura UE-40-0,Extreme
Natura,Urban,Natura UE-41-0,Extreme
Natura,Urban,Natura UE-42-0,Extreme
Natura,Urban,Natura UE-43-0,Extreme
Natura,Urban,Natura UE-44-0,Extreme
Natura,Urban,Natura UE-45-0,Extreme
Natura,Urban,Natura UE-46-0,Extreme
Natura,Urban,Natura UM-01-0,Moderation
Natura,Urban,Natura UM-02-0,Moderation
Natura,Urban,Natura UM-03-0,Moderation
Natura,Urban,Natura UM-04-0,Moderation
Natura,Urban,Natura UM-05-0,Moderation
Natura,Urban,Natura UM-06-0,Moderation
Natura,Urban,Natura UM-07-0,Moderation
Natura,Urban,Natura UM-08-0,Moderation
Natura,Urban,Natura UM-09-0,Moderation
Natura,Urban,Natura UM-10-0,Moderation
Natura,Urban,Natura UM-11-0,Moderation
Natura,Urban,Natura UM-12-0,Moderation
Natura,Urban,Natura UM-13-0,Moderation
Natura,Urban,Natura UM-14-0,Moderation
Natura,Urban,Natura UM-15-0,Moderation
Natura,Urban,Natura UM-16-0,Moderation
Natura,Urban,Natura UM-17-0,Moderation
Natura,Urban,Natura UM-18-0,Moderation
Natura,Urban,Natura UM-19-0,Moderation
Natura,Urban,Natura UM-20-0,Moderation
Natura,Urban,Natura UM-21-0,Moderation
Natura,Urban,Natura UM-22-0,Moderation
Natura,Urban,Natura UM-23-0,Moderation
Natura,Urban,Natura UM-24-0,Moderation
Natura,Urban,Natura UM-25-0,Moderation
Natura,Urban,Natura UM-26-0,Moderation
Natura,Urban,Natura UM-27-0,Moderation
Natura,Urban,Natura UM-28-0,Moderation
Natura,Urban,Natura UM-29-0,Moderation
Natura,Urban,Natura UM-30-0,Moderation
Natura,Urban,Natura UM-31-0,Moderation
Natura,Urban,Natura UM-32-0,Moderation
Natura,Urban,Natura UM-33-0,Moderation
Natura,Urban,Natura UM-34-0,Moderation
Natura,Urban,Natura UM-35-0,Moderation
Natura,Urban,Natura UM-36-0,Moderation
Natura,Urban,Natura UM-37-0,Moderation
Natura,Urban,Natura UM-38-0,Moderation
Natura,Urban,Natura UR-01-0,Regular
Natura,Urban,Natura UR-02-0,Regular
Natura,Urban,Natura UR-03-0,Regular
Natura,Urban,Natura UR-04-0,Regular
Natura,Urban,Natura UR-05-0,Regular
Natura,Urban,Natura UR-06-0,Regular
Natura,Urban,Natura UR-07-0,Regular
Natura,Urban,Natura UR-08-0,Regular
Natura,Urban,Natura UR-09-0,Regular
Natura,Urban,Natura UR-10-0,Regular
Natura,Urban,Natura UR-11-0,Regular
Natura,Urban,Natura UR-12-0,Regular
Natura,Urban,Natura UR-13-0,Regular
Natura,Urban,Natura UR-14-0,Regular
Natura,Urban,Natura UR-15-0,Regular
Natura,Urban,Natura UR-16-0,Regular
Natura,Urban,Natura UR-17-0,Regular
Natura,Urban,Natura UR-18-0,Regular
Natura,Urban,Natura UR-19-0,Regular
Natura,Urban,Natura UR-20-0,Regular
Natura,Urban,Natura UR-21-0,Regular
Natura,Urban,Natura UR-22-0,Regular
Natura,Urban,Natura UR-23-0,Regular
Natura,Urban,Natura UR-24-0,Regular
Natura,Urban,Natura UR-25-0,Regular
Natura,Urban,Natura UR-26-0,Regular
Natura,Urban,Natura UR-27-0,Regular
Natura,Urban,Natura UR-28-0,Regular
Natura,Urban,Natura UR-29-0,Regular
Natura,Urban,Natura UR-30-0,Regular
Natura,Urban,Natura UR-31-0,Regular
Natura,Urban,Natura UR-32-0,Regular
Natura,Urban,Natura UR-33-0,Regular
Natura,Urban,Natura UR-34-0,Regular
Natura,Urban,Natura UR-35-0,Regular
Natura,Urban,Natura UR-36-0,Regular
Natura,Urban,Natura UR-37-0,Regular
Natura,Youth,Natura YY-01-0,Youth
Natura,Youth,Natura YY-02-0,Youth
Natura,Youth,Natura YY-03-0,Youth
Natura,Youth,Natura YY-04-0,Youth
Natura,Youth,Natura YY-05-0,Youth
Natura,Youth,Natura YY-06-0,Youth
Natura,Youth,Natura YY-07-0,Youth
Natura,Youth,Natura YY-08-0,Youth
Natura,Youth,Natura YY-09-0,Youth
Natura,Youth,Natura YY-10-0,Youth
Natura,Youth,Natura YY-11-0,Youth
Natura,Youth,Natura YY-12-0,Youth
Natura,Youth,Natura YY-13-0,Youth
Natura,Youth,Natura YY-14-0,Youth
Natura,Youth,Natura YY-15-0,Youth
Natura,Youth,Natura YY-16-0,Youth
Natura,Youth,Natura YY-17-0,Youth
Natura,Youth,Natura YY-18-0,Youth
Natura,Youth,Natura YY-19-0,Youth
Natura,Youth,Natura YY-20-0,Youth
Natura,Youth,Natura YY-21-0,Youth
Natura,Youth,Natura YY-22-0,Youth
Natura,Youth,Natura YY-23-0,Youth
