Year,MonthIndex,MonthName,Month,Date,Day
2019,133,Dec,12,05/12/2019,5
2019,133,Dec,12,06/12/2019,6
2019,133,Dec,12,07/12/2019,7
2019,133,Dec,12,08/12/2019,8
2019,133,Dec,12,09/12/2019,9
2019,133,Dec,12,10/12/2019,10
2019,133,Dec,12,11/12/2019,11
2019,133,Dec,12,12/12/2019,12
2019,133,Dec,12,13/12/2019,13
2019,133,Dec,12,14/12/2019,14
2019,133,Dec,12,15/12/2019,15
2019,133,Dec,12,16/12/2019,16
2019,133,Dec,12,17/12/2019,17
2019,133,Dec,12,18/12/2019,18
2019,133,Dec,12,19/12/2019,19
2019,133,Dec,12,20/12/2019,20
2019,133,Dec,12,21/12/2019,21
2019,133,Dec,12,22/12/2019,22
2019,133,Dec,12,23/12/2019,23
2019,133,Dec,12,24/12/2019,24
2019,133,Dec,12,25/12/2019,25
2019,133,Dec,12,26/12/2019,26
2019,133,Dec,12,27/12/2019,27
2019,133,Dec,12,28/12/2019,28
2019,133,Dec,12,29/12/2019,29
2019,133,Dec,12,30/12/2019,30
2019,133,Dec,12,31/12/2019,31
